id,domain,source_name,data_type,chart_type,question_type,difficulty,question,answer,numeric_answer,unit,split,chart_path,table_num_rows,table_columns
trdab_pilot_00013,education,synthetic_pilot,table,line,comparison,medium,"2024 yılındaki öğrenci sayısı, 2021 yılına göre kaç öğrenci farklıdır?","2024 yılındaki öğrenci sayısı, 2021 yılına göre 3.263 öğrenci fazladır.",3263.0,öğrenci,train,charts/pilot/table_003.png,5,"Yıl, Öğrenci Sayısı"
trdab_pilot_00014,education,synthetic_pilot,table,line,percentage_change,medium,2020'den 2024'e öğrenci sayısı yaklaşık yüzde kaç değişmiştir?,2020'den 2024'e öğrenci sayısı yaklaşık %17 artmıştır.,17.0,percent,train,charts/pilot/table_003.png,5,"Yıl, Öğrenci Sayısı"
trdab_pilot_00015,education,synthetic_pilot,table,line,trend_summary,medium,Bu tabloya göre öğrenci sayısı için genel eğilim nedir?,"Tablo genel olarak öğrenci sayısı için artış eğilimi göstermektedir. 2020 yılında 25.204 öğrenci olan değer, 2024 yılında 29.495 öğrenci seviyesine çıkmıştır.",,öğrenci,train,charts/pilot/table_003.png,5,"Yıl, Öğrenci Sayısı"
trdab_pilot_00016,tourism,synthetic_pilot,table,line,value_lookup,easy,2021 yılında ziyaretçi sayısı kaçtır?,2021 yılında ziyaretçi sayısı 683.118 kişi olarak verilmiştir.,683118.0,kişi,train,charts/pilot/table_004.png,5,"Yıl, Ziyaretçi Sayısı"
trdab_pilot_00017,tourism,synthetic_pilot,table,line,max_min,easy,Tabloda ziyaretçi sayısı en yüksek hangi yıldadır?,Ziyaretçi sayısı en yüksek 2024 yılındadır. Bu yıldaki değer 911.781 kişi olarak verilmiştir.,911781.0,kişi,train,charts/pilot/table_004.png,5,"Yıl, Ziyaretçi Sayısı"
trdab_pilot_00018,tourism,synthetic_pilot,table,line,comparison,medium,"2024 yılındaki ziyaretçi sayısı, 2021 yılına göre kaç kişi farklıdır?","2024 yılındaki ziyaretçi sayısı, 2021 yılına göre 228.663 kişi fazladır.",228663.0,kişi,train,charts/pilot/table_004.png,5,"Yıl, Ziyaretçi Sayısı"
trdab_pilot_00019,tourism,synthetic_pilot,table,line,percentage_change,medium,2020'den 2024'e ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir?,"2020'den 2024'e ziyaretçi sayısı yaklaşık %54,5 artmıştır.",54.5,percent,train,charts/pilot/table_004.png,5,"Yıl, Ziyaretçi Sayısı"
trdab_pilot_00020,tourism,synthetic_pilot,table,line,trend_summary,medium,Bu tabloya göre ziyaretçi sayısı için genel eğilim nedir?,"Tablo genel olarak ziyaretçi sayısı için artış eğilimi göstermektedir. 2020 yılında 590.247 kişi olan değer, 2024 yılında 911.781 kişi seviyesine çıkmıştır.",,kişi,train,charts/pilot/table_004.png,5,"Yıl, Ziyaretçi Sayısı"
trdab_pilot_00021,energy,synthetic_pilot,table,line,value_lookup,easy,2021 yılında elektrik tüketimi kaçtır?,2021 yılında elektrik tüketimi 95.661 MWh olarak verilmiştir.,95661.0,MWh,train,charts/pilot/table_005.png,5,"Yıl, Elektrik Tüketimi"
trdab_pilot_00022,energy,synthetic_pilot,table,line,max_min,easy,Tabloda elektrik tüketimi en yüksek hangi yıldadır?,Elektrik tüketimi en yüksek 2024 yılındadır. Bu yıldaki değer 108.218 MWh olarak verilmiştir.,108218.0,MWh,train,charts/pilot/table_005.png,5,"Yıl, Elektrik Tüketimi"
trdab_pilot_00023,energy,synthetic_pilot,table,line,comparison,medium,"2024 yılındaki elektrik tüketimi, 2021 yılına göre kaç MWh farklıdır?","2024 yılındaki elektrik tüketimi, 2021 yılına göre 12.557 MWh fazladır.",12557.0,MWh,train,charts/pilot/table_005.png,5,"Yıl, Elektrik Tüketimi"
trdab_pilot_00024,energy,synthetic_pilot,table,line,percentage_change,medium,2020'den 2024'e elektrik tüketimi yaklaşık yüzde kaç değişmiştir?,"2020'den 2024'e elektrik tüketimi yaklaşık %18,4 artmıştır.",18.4,percent,train,charts/pilot/table_005.png,5,"Yıl, Elektrik Tüketimi"
trdab_pilot_00025,energy,synthetic_pilot,table,line,trend_summary,medium,Bu tabloya göre elektrik tüketimi için genel eğilim nedir?,"Tablo genel olarak elektrik tüketimi için artış eğilimi göstermektedir. 2020 yılında 91.432 MWh olan değer, 2024 yılında 108.218 MWh seviyesine çıkmıştır.",,MWh,train,charts/pilot/table_005.png,5,"Yıl, Elektrik Tüketimi"
trdab_pilot_00026,health,synthetic_pilot,table,line,value_lookup,easy,2020 yılında hastane başvuru sayısı kaçtır?,2020 yılında hastane başvuru sayısı 310.025 başvuru olarak verilmiştir.,310025.0,başvuru,train,charts/pilot/table_006.png,5,"Yıl, Hastane Başvuru Sayısı"
trdab_pilot_00027,health,synthetic_pilot,table,line,max_min,easy,Tabloda hastane başvuru sayısı en yüksek hangi yıldadır?,Hastane başvuru sayısı en yüksek 2024 yılındadır. Bu yıldaki değer 404.908 başvuru olarak verilmiştir.,404908.0,başvuru,train,charts/pilot/table_006.png,5,"Yıl, Hastane Başvuru Sayısı"
trdab_pilot_00028,health,synthetic_pilot,table,line,comparison,medium,"2024 yılındaki hastane başvuru sayısı, 2021 yılına göre kaç başvuru farklıdır?","2024 yılındaki hastane başvuru sayısı, 2021 yılına göre 70.588 başvuru fazladır.",70588.0,başvuru,train,charts/pilot/table_006.png,5,"Yıl, Hastane Başvuru Sayısı"
trdab_pilot_00029,health,synthetic_pilot,table,line,percentage_change,medium,2020'den 2024'e hastane başvuru sayısı yaklaşık yüzde kaç değişmiştir?,"2020'den 2024'e hastane başvuru sayısı yaklaşık %30,6 artmıştır.",30.6,percent,train,charts/pilot/table_006.png,5,"Yıl, Hastane Başvuru Sayısı"
trdab_pilot_00030,health,synthetic_pilot,table,line,trend_summary,medium,Bu tabloya göre hastane başvuru sayısı için genel eğilim nedir?,"Tablo genel olarak hastane başvuru sayısı için artış eğilimi göstermektedir. 2020 yılında 310.025 başvuru olan değer, 2024 yılında 404.908 başvuru seviyesine çıkmıştır.",,başvuru,train,charts/pilot/table_006.png,5,"Yıl, Hastane Başvuru Sayısı"
trdab_pilot_00031,environment,synthetic_pilot,table,line,value_lookup,easy,2022 yılında geri dönüştürülen atık miktarı kaçtır?,2022 yılında geri dönüştürülen atık miktarı 9.164 ton olarak verilmiştir.,9164.0,ton,train,charts/pilot/table_007.png,5,"Yıl, Geri Dönüştürülen Atık Miktarı"
trdab_pilot_00032,environment,synthetic_pilot,table,line,max_min,easy,Tabloda geri dönüştürülen atık miktarı en yüksek hangi yıldadır?,Geri dönüştürülen atık miktarı en yüksek 2024 yılındadır. Bu yıldaki değer 10.599 ton olarak verilmiştir.,10599.0,ton,train,charts/pilot/table_007.png,5,"Yıl, Geri Dönüştürülen Atık Miktarı"
trdab_pilot_00033,environment,synthetic_pilot,table,line,comparison,medium,"2024 yılındaki geri dönüştürülen atık miktarı, 2021 yılına göre kaç ton farklıdır?","2024 yılındaki geri dönüştürülen atık miktarı, 2021 yılına göre 1.754 ton fazladır.",1754.0,ton,train,charts/pilot/table_007.png,5,"Yıl, Geri Dönüştürülen Atık Miktarı"
trdab_pilot_00034,environment,synthetic_pilot,table,line,percentage_change,medium,2020'den 2024'e geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir?,"2020'den 2024'e geri dönüştürülen atık miktarı yaklaşık %29,7 artmıştır.",29.7,percent,train,charts/pilot/table_007.png,5,"Yıl, Geri Dönüştürülen Atık Miktarı"
trdab_pilot_00035,environment,synthetic_pilot,table,line,trend_summary,medium,Bu tabloya göre geri dönüştürülen atık miktarı için genel eğilim nedir?,"Tablo genel olarak geri dönüştürülen atık miktarı için artış eğilimi göstermektedir. 2020 yılında 8.171 ton olan değer, 2024 yılında 10.599 ton seviyesine çıkmıştır.",,ton,train,charts/pilot/table_007.png,5,"Yıl, Geri Dönüştürülen Atık Miktarı"
trdab_pilot_00036,sports,synthetic_pilot,table,line,value_lookup,easy,2020 yılında spor tesisi kullanım sayısı kaçtır?,2020 yılında spor tesisi kullanım sayısı 44.971 kullanım olarak verilmiştir.,44971.0,kullanım,train,charts/pilot/table_008.png,5,"Yıl, Spor Tesisi Kullanım Sayısı"
trdab_pilot_00037,sports,synthetic_pilot,table,line,max_min,easy,Tabloda spor tesisi kullanım sayısı en yüksek hangi yıldadır?,Spor tesisi kullanım sayısı en yüksek 2024 yılındadır. Bu yıldaki değer 58.251 kullanım olarak verilmiştir.,58251.0,kullanım,train,charts/pilot/table_008.png,5,"Yıl, Spor Tesisi Kullanım Sayısı"
trdab_pilot_00038,sports,synthetic_pilot,table,line,comparison,medium,"2024 yılındaki spor tesisi kullanım sayısı, 2021 yılına göre kaç kullanım farklıdır?","2024 yılındaki spor tesisi kullanım sayısı, 2021 yılına göre 10.282 kullanım fazladır.",10282.0,kullanım,train,charts/pilot/table_008.png,5,"Yıl, Spor Tesisi Kullanım Sayısı"
trdab_pilot_00039,sports,synthetic_pilot,table,line,percentage_change,medium,2020'den 2024'e spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir?,"2020'den 2024'e spor tesisi kullanım sayısı yaklaşık %29,5 artmıştır.",29.5,percent,train,charts/pilot/table_008.png,5,"Yıl, Spor Tesisi Kullanım Sayısı"
trdab_pilot_00040,sports,synthetic_pilot,table,line,trend_summary,medium,Bu tabloya göre spor tesisi kullanım sayısı için genel eğilim nedir?,"Tablo genel olarak spor tesisi kullanım sayısı için artış eğilimi göstermektedir. 2020 yılında 44.971 kullanım olan değer, 2024 yılında 58.251 kullanım seviyesine çıkmıştır.",,kullanım,train,charts/pilot/table_008.png,5,"Yıl, Spor Tesisi Kullanım Sayısı"
trdab_pilot_00041,municipality,synthetic_pilot,table,line,value_lookup,easy,2022 yılında belediye hizmet başvurusu kaçtır?,2022 yılında belediye hizmet başvurusu 79.803 başvuru olarak verilmiştir.,79803.0,başvuru,validation,charts/pilot/table_009.png,5,"Yıl, Belediye Hizmet Başvurusu"
trdab_pilot_00042,municipality,synthetic_pilot,table,line,max_min,easy,Tabloda belediye hizmet başvurusu en yüksek hangi yıldadır?,Belediye hizmet başvurusu en yüksek 2024 yılındadır. Bu yıldaki değer 90.805 başvuru olarak verilmiştir.,90805.0,başvuru,validation,charts/pilot/table_009.png,5,"Yıl, Belediye Hizmet Başvurusu"
trdab_pilot_00043,municipality,synthetic_pilot,table,line,comparison,medium,"2024 yılındaki belediye hizmet başvurusu, 2021 yılına göre kaç başvuru farklıdır?","2024 yılındaki belediye hizmet başvurusu, 2021 yılına göre 17.076 başvuru fazladır.",17076.0,başvuru,validation,charts/pilot/table_009.png,5,"Yıl, Belediye Hizmet Başvurusu"
trdab_pilot_00044,municipality,synthetic_pilot,table,line,percentage_change,medium,2020'den 2024'e belediye hizmet başvurusu yaklaşık yüzde kaç değişmiştir?,"2020'den 2024'e belediye hizmet başvurusu yaklaşık %29,9 artmıştır.",29.9,percent,validation,charts/pilot/table_009.png,5,"Yıl, Belediye Hizmet Başvurusu"
trdab_pilot_00045,municipality,synthetic_pilot,table,line,trend_summary,medium,Bu tabloya göre belediye hizmet başvurusu için genel eğilim nedir?,"Tablo genel olarak belediye hizmet başvurusu için artış eğilimi göstermektedir. 2020 yılında 69.889 başvuru olan değer, 2024 yılında 90.805 başvuru seviyesine çıkmıştır.",,başvuru,validation,charts/pilot/table_009.png,5,"Yıl, Belediye Hizmet Başvurusu"
trdab_pilot_00046,agriculture,synthetic_pilot,table,line,value_lookup,easy,2023 yılında üretim miktarı kaçtır?,2023 yılında üretim miktarı 178.392 ton olarak verilmiştir.,178392.0,ton,test,charts/pilot/table_010.png,5,"Yıl, Üretim Miktarı"
trdab_pilot_00047,agriculture,synthetic_pilot,table,line,max_min,easy,Tabloda üretim miktarı en yüksek hangi yıldadır?,Üretim miktarı en yüksek 2024 yılındadır. Bu yıldaki değer 184.022 ton olarak verilmiştir.,184022.0,ton,test,charts/pilot/table_010.png,5,"Yıl, Üretim Miktarı"
trdab_pilot_00048,agriculture,synthetic_pilot,table,line,comparison,medium,"2024 yılındaki üretim miktarı, 2021 yılına göre kaç ton farklıdır?","2024 yılındaki üretim miktarı, 2021 yılına göre 22.045 ton fazladır.",22045.0,ton,test,charts/pilot/table_010.png,5,"Yıl, Üretim Miktarı"
trdab_pilot_00049,agriculture,synthetic_pilot,table,line,percentage_change,medium,2020'den 2024'e üretim miktarı yaklaşık yüzde kaç değişmiştir?,"2020'den 2024'e üretim miktarı yaklaşık %24,9 artmıştır.",24.9,percent,test,charts/pilot/table_010.png,5,"Yıl, Üretim Miktarı"
trdab_pilot_00050,agriculture,synthetic_pilot,table,line,trend_summary,medium,Bu tabloya göre üretim miktarı için genel eğilim nedir?,"Tablo genel olarak üretim miktarı için artış eğilimi göstermektedir. 2020 yılında 147.355 ton olan değer, 2024 yılında 184.022 ton seviyesine çıkmıştır.",,ton,test,charts/pilot/table_010.png,5,"Yıl, Üretim Miktarı"
